name,year,set,card_number,player,sport,parallel,grade,grader,condition,quantity,acquired_price,image_url,notes,scp_id,collx_id,collx_market_value,collx_asking_price
2025 Panini Select - Pink Prizm Jalen Hurts #190 (SN8),2025,2025 Panini Select - Pink Prizm,190,Jalen Hurts,Football,SN8,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077241339339165696-1-b8jZ.jpg,,,1077241339339165696,2.12,
2025 Panini Select Travis Etienne Jr. #130,2025,2025 Panini Select,130,Travis Etienne Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077241398428520448-1-FB5.jpg,,,1077241398428520448,2.00,
2025 Panini Select Ricky Pearsall #16,2025,2025 Panini Select,16,Ricky Pearsall,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077241487716864000-1-s7Lm.jpg,,,1077241487716864000,0.99,
2025 Panini Select Joe Burrow #57,2025,2025 Panini Select,57,Joe Burrow,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077241513134346240-1-aPIb.jpg,,,1077241513134346240,1.79,
2025 Panini Select - Pink Prizm Shock Carson Schwesinger #254 (RC),2025,2025 Panini Select - Pink Prizm Shock,254,Carson Schwesinger,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077241580536811520-1-CBys.jpg,,,1077241580536811520,2.69,
2025 Panini Select Caleb Williams #73,2025,2025 Panini Select,73,Caleb Williams,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077241643157770240-1-GX4K.jpg,,,1077241643157770240,1.19,
2025 Panini Select - Turbocharged Justin Fields #5,2025,2025 Panini Select - Turbocharged,5,Justin Fields,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077239374106415104-1-8gYS.jpg,,,1077239374106415104,1.03,
2025 Panini Select Tyreek Hill #83,2025,2025 Panini Select,83,Tyreek Hill,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077239410940792832-1-nCbD.jpg,,,1077239410940792832,0.93,
2025 Panini Select - Black and Green Prizm Shock CeeDee Lamb #98,2025,2025 Panini Select - Black and Green Prizm Shock,98,CeeDee Lamb,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077239443304042496-1-w5.jpg,,,1077239443304042496,1.00,
2025 Panini Select - Green and Yellow Prizm Shock Braelon Allen #277,2025,2025 Panini Select - Green and Yellow Prizm Shock,277,Braelon Allen,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077239454116958208-1-gYS.jpg,,,1077239454116958208,,
2025 Panini Select - Pink Prizm Shock Emeka Egbuka #37,2025,2025 Panini Select - Pink Prizm Shock,37,Emeka Egbuka,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077239528901398528-1-Gbkb.jpg,,,1077239528901398528,2.00,
2025 Panini Select Jonathan Taylor #132,2025,2025 Panini Select,132,Jonathan Taylor,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077239558580293632-1-Dwb.jpg,,,1077239558580293632,1.99,
2025 Panini Select - Select Certified Rookies Kyle McCord #14,2025,2025 Panini Select - Select Certified Rookies,14,Kyle McCord,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077239655938478080-1-n1FA.jpg,,,1077239655938478080,0.99,
2025 Panini Select Jacory Croskey-Merritt #188,2025,2025 Panini Select,188,Jacory Croskey-Merritt,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1077239719322800128-1-TOWH.jpg,,,1077239719322800128,1.74,
2025 Panini Phoenix - Silver Hyper Prizm Calen Bullock #114,2025,2025 Panini Phoenix - Silver Hyper Prizm,114,Calen Bullock,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076816241912349696-1-64v.jpg,,,1076816241912349696,,
2025 Panini Phoenix - Silver Hyper Prizm Tyler Shough #169 (RC),2025,2025 Panini Phoenix - Silver Hyper Prizm,169,Tyler Shough,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076816316319302656-1-uMQ.jpg,,,1076816316319302656,3.75,
2025 Panini Phoenix - Silver Hyper Prizm Chase Brown #92,2025,2025 Panini Phoenix - Silver Hyper Prizm,92,Chase Brown,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076816387966403584-1-VJy1.jpg,,,1076816387966403584,1.99,
2025 Panini Prizm Evan Engram #277,2025,2025 Panini Prizm,277,Evan Engram,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076805155619342336-1-OCnU.jpg,,,1076805155619342336,1.06,
2025 Panini Prizm Kaden Elliss #11,2025,2025 Panini Prizm,11,Kaden Elliss,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076805181389146112-1-cjw7.jpg,,,1076805181389146112,1.00,
2025 Panini Prizm Emeka Egbuka #351 (RC),2025,2025 Panini Prizm,351,Emeka Egbuka,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076805256442021888-1-STbV.jpg,,,1076805256442021888,3.25,
2024 Panini Select Ezekiel Elliott #256,2024,2024 Panini Select,256,Ezekiel Elliott,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076805323701880832-1-JBvz.jpg,,,1076805323701880832,0.35,
2025 Panini Select - Silver Prizm Emeka Egbuka #37,2025,2025 Panini Select - Silver Prizm,37,Emeka Egbuka,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076805396918600704-1-dCpQ.jpg,,,1076805396918600704,1.29,
2025 Panini Prizm Mike Evans #225,2025,2025 Panini Prizm,225,Mike Evans,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076805446503662592-1-Ez2I.jpg,,,1076805446503662592,0.99,
2025 Panini Select - Pink Prizm Shock Emeka Egbuka #37,2025,2025 Panini Select - Pink Prizm Shock,37,Emeka Egbuka,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076802679579084800-1-Up56.jpg,,,1076802679579084800,2.00,
2025 Panini Phoenix Austin Ekeler #103,2025,2025 Panini Phoenix,103,Austin Ekeler,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076802905383634944-1-70Nb.jpg,,,1076802905383634944,0.67,
2025 Panini Phoenix Zach Ertz #32,2025,2025 Panini Phoenix,32,Zach Ertz,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076802951042828288-1-9P7J.jpg,,,1076802951042828288,1.69,
2025 Donruss Optic Carl Eller #94,2025,2025 Donruss Optic,94,Carl Eller,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076802973608183808-1-YA2V.jpg,,,1076802973608183808,0.99,
2024 Panini Select - Silver Prizm Kaiir Elam #8,2024,2024 Panini Select - Silver Prizm,8,Kaiir Elam,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076802998874671104-1-L4Yh.jpg,,,1076802998874671104,1.00,
2025 Donruss Optic - Purple Shock Emeka Egbuka #265 (RC),2025,2025 Donruss Optic - Purple Shock,265,Emeka Egbuka,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076803012078340096-1-30jq.jpg,,,1076803012078340096,1.00,
2025 Panini Prizm - Black and White Checker Kaden Elliss #11,2025,2025 Panini Prizm - Black and White Checker,11,Kaden Elliss,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076803062896527360-1-GJAd.jpg,,,1076803062896527360,,
2025 Donruss Optic Donovan Ezeiruaku #230 (RC),2025,2025 Donruss Optic,230,Donovan Ezeiruaku,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076803076016310272-1-d4j2.jpg,,,1076803076016310272,1.10,
2025 Panini Prizm - Silver Minkah Fitzpatrick #132,2025,2025 Panini Prizm - Silver,132,Minkah Fitzpatrick,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076800963345385472-1-3HTc.jpg,,,1076800963345385472,2.00,
2024 Panini Select Minkah Fitzpatrick #84,2024,2024 Panini Select,84,Minkah Fitzpatrick,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076800981775157248-1-1pQ.jpg,,,1076800981775157248,0.56,
2025 Panini Prizm Leonard Fournette #37,2025,2025 Panini Prizm,37,Leonard Fournette,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076801059361392640-1-TGDY.jpg,,,1076801059361392640,1.00,
2025 Panini Prizm Pat Freiermuth #243,2025,2025 Panini Prizm,243,Pat Freiermuth,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076801077774387200-1-RQVj.jpg,,,1076801077774387200,0.44,
2025 Panini Prizm Jake Ferguson #36,2025,2025 Panini Prizm,36,Jake Ferguson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076801091263268864-1-1T4C.jpg,,,1076801091263268864,1.49,
2025 Panini Prizm Jerome Ford #227,2025,2025 Panini Prizm,227,Jerome Ford,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076801162314778624-1-xCH0.jpg,,,1076801162314778624,1.25,
2025 Panini Prizm Pat Freiermuth #243,2025,2025 Panini Prizm,243,Pat Freiermuth,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076789790206068736-1-lz9a.jpg,,,1076789790206068736,0.44,
2025 Panini Select Tai Felton #64 (RC),2025,2025 Panini Select,64,Tai Felton,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076789825169786880-1-ipNL.jpg,,,1076789825169786880,0.89,
2025 Panini Phoenix Braden Fiske #82,2025,2025 Panini Phoenix,82,Braden Fiske,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076789839078098944-1-eXLC.jpg,,,1076789839078098944,0.15,
2024 Panini Select - Black & Red Prizm Shock Pat Freiermuth #186,2024,2024 Panini Select - Black & Red Prizm Shock,186,Pat Freiermuth,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076789867725195264-1-oDJ8.jpg,,,1076789867725195264,0.99,
2024 Panini Select Pat Freiermuth #186,2024,2024 Panini Select,186,Pat Freiermuth,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076789907378145280-1-YqBI.jpg,,,1076789907378145280,0.99,
2024 Panini Select Taliese Fuaga #56 (RC),2024,2024 Panini Select,56,Taliese Fuaga,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076789981877372928-1-1AOs.jpg,,,1076789981877372928,0.25,
2025 Bowman University Chrome - Refractor OJ Frederique Jr. #92,2025,2025 Bowman University Chrome - Refractor,92,OJ Frederique Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076789992329578496-1-iZ1q.jpg,,,1076789992329578496,1.75,
2025 Panini Phoenix Tai Felton #171 (RC),2025,2025 Panini Phoenix,171,Tai Felton,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076790059178395648-1-30bb.jpg,,,1076790059178395648,1.89,
Tai Felton,,,,Tai Felton,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076790114392213504-1-HSWD.jpg,,,1076790114392213504,,
2025 Bowman University Chrome - Refractor Devon Dampier #3,2025,2025 Bowman University Chrome - Refractor,3,Devon Dampier,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076782773396472832-1-leTt.jpg,,,1076782773396472832,1.79,
2024 Panini Select - Red & Yellow Prizm Shock Gabriel Davis #257,2024,2024 Panini Select - Red & Yellow Prizm Shock,257,Gabriel Davis,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076782841713296384-1-BgTF.jpg,,,1076782841713296384,0.99,
2025 Panini Phoenix Sam Darnold #49,2025,2025 Panini Phoenix,49,Sam Darnold,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076782887523484672-1-gvYi.jpg,,,1076782887523484672,1.37,
2025 Panini Phoenix Jayden Daniels #8,2025,2025 Panini Phoenix,8,Jayden Daniels,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076782927100937216-1-EPmG.jpg,,,1076782927100937216,1.49,
2024 Panini Select - Select Certified Rookies Ray Davis #22,2024,2024 Panini Select - Select Certified Rookies,22,Ray Davis,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076782940925363200-1-aEUy.jpg,,,1076782940925363200,1.01,
2025 Panini Select - Multiverse Jerseys Blue Prizm Stefon Diggs #MVJ-SDS (MEM),2025,2025 Panini Select - Multiverse Jerseys Blue Prizm,MVJ-SDS,Stefon Diggs,Football,MEM,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076782985787638784-1-u0jV.jpg,,,1076782985787638784,4.00,
2025 Panini Prizm - Pink Sam Darnold #269,2025,2025 Panini Prizm - Pink,269,Sam Darnold,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076782997573633024-1-OlPI.jpg,,,1076782997573633024,2.12,
2025 Bowman University Chrome - Aqua Refractor Johnnie Daniels #148 (SN325),2025,2025 Bowman University Chrome - Aqua Refractor,148,Johnnie Daniels,Football,SN325,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076783021699269632-1-KQPH.jpg,,,1076783021699269632,1.00,
2024 Panini Select - Select Numbers Brock Bowers #12,2024,2024 Panini Select - Select Numbers,12,Brock Bowers,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076759891506964480-1-kYCE.jpg,,,1076759891506964480,0.99,
2025 Panini Prizm Joe Burrow #62,2025,2025 Panini Prizm,62,Joe Burrow,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076759931050862592-1-rg7q.jpg,,,1076759931050862592,1.29,
2025 Panini Prizm Tahj Brooks #335 (RC),2025,2025 Panini Prizm,335,Tahj Brooks,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076759988722542592-1-qdmJ.jpg,,,1076759988722542592,1.42,
2024 Panini Select - Turbocharged Joe Burrow #7,2024,2024 Panini Select - Turbocharged,7,Joe Burrow,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076760022100813824-1-ajTJ.jpg,,,1076760022100813824,1.00,
2025 Panini Prizm Trey Benson #69,2025,2025 Panini Prizm,69,Trey Benson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076760041436555264-1-gotF.jpg,,,1076760041436555264,0.14,
2025 Panini Prizm Nick Bosa #219,2025,2025 Panini Prizm,219,Nick Bosa,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076760127084242944-1-Ob0.jpg,,,1076760127084242944,1.99,
2024 Panini Select - Red & Yellow Prizm Shock AJ Barner #103 (RC),2024,2024 Panini Select - Red & Yellow Prizm Shock,103,AJ Barner,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076760210844493824-1-ebqJ.jpg,,,1076760210844493824,0.99,
2024 Panini Select Joe Burrow #39,2024,2024 Panini Select,39,Joe Burrow,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076760277030610944-1-ah5k.jpg,,,1076760277030610944,1.24,
2024 Panini Select - Select Future Brock Bowers #3,2024,2024 Panini Select - Select Future,3,Brock Bowers,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076761517194025984-1-wvh7.jpg,,,1076761517194025984,1.25,
2025 Panini Select Trey Benson #23,2025,2025 Panini Select,23,Trey Benson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076761554187787264-1-9wLS.jpg,,,1076761554187787264,0.14,
2024 Panini Select - Select Certified Rookies Brock Bowers #7,2024,2024 Panini Select - Select Certified Rookies,7,Brock Bowers,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076761593614244864-1-J3dq.jpg,,,1076761593614244864,1.00,
2025 Bowman University Chrome - Aqua Refractor DeSean Bishop #67 (SN325),2025,2025 Bowman University Chrome - Aqua Refractor,67,DeSean Bishop,Football,SN325,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076761629928528896-1-j34.jpg,,,1076761629928528896,1.24,
2025 Panini Select Joe Burrow #57,2025,2025 Panini Select,57,Joe Burrow,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076761677642931200-1-mA3M.jpg,,,1076761677642931200,1.79,
2025 Panini Select - Pink Prizm Shock Rashod Bateman #261,2025,2025 Panini Select - Pink Prizm Shock,261,Rashod Bateman,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076761741606067200-1-wAVy.jpg,,,1076761741606067200,1.24,
2024 Panini Select - Select Certified Rookies Jermaine Burton #19,2024,2024 Panini Select - Select Certified Rookies,19,Jermaine Burton,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076761778650160128-1-GqNg.jpg,,,1076761778650160128,1.19,
2025 Panini Phoenix Joe Burrow #30,2025,2025 Panini Phoenix,30,Joe Burrow,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076761874523560960-1-V19q.jpg,,,1076761874523560960,1.64,
2024 Panini Select - Red & Yellow Prizm Shock Brian Branch #129,2024,2024 Panini Select - Red & Yellow Prizm Shock,129,Brian Branch,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076763659938113536-1-W0i4.jpg,,,1076763659938113536,1.43,
2025 Topps Chrome - Topps Refractor Chase Brown #62,2025,2025 Topps Chrome - Topps Refractor,62,Chase Brown,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076763724446509056-1-MXn4.jpg,,,1076763724446509056,1.89,
2025 Panini Select Luther Burden III #72 (RC),2025,2025 Panini Select,72,Luther Burden III,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076755895593732096-1-yc0K.jpg,,,1076755895593732096,1.25,
2025 Panini Phoenix Lance Briggs #90,2025,2025 Panini Phoenix,90,Lance Briggs,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076755945380120576-1-GIZL.jpg,,,1076755945380120576,1.17,
2024 Panini Select AJ Barner #103 (RC),2024,2024 Panini Select,103,AJ Barner,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076756002909194240-1-0dw.jpg,,,1076756002909194240,1.39,
2024 Panini Select Marquise Brown #81,2024,2024 Panini Select,81,Marquise Brown,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076756068197730304-1-KlB0.jpg,,,1076756068197730304,0.50,
2025 Topps Chrome - Refractor Derrick Brown #47,2025,2025 Topps Chrome - Refractor,47,Derrick Brown,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076756658529241088-1-K7X.jpg,,,1076756658529241088,,
2025 Topps Chrome Joe Burrow #61,2025,2025 Topps Chrome,61,Joe Burrow,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076756717786368000-1-RU.jpg,,,1076756717786368000,14.50,
2024 Panini Select Budda Baker #14,2024,2024 Panini Select,14,Budda Baker,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1076756750661322752-1-93j7.jpg,,,1076756750661322752,0.12,
